Date,Open,High,Low,Close,% Change IBEX
06/04/2015,11715.59961,11778,11615.79981,11749.29981,0.99
13/04/2015,11761.7002,11884.59961,11299.90039,11359.40039,-3.32
20/04/2015,11400.2002,11605.5,11276.29981,11505.40039,1.29
27/04/2015,11532,11684.59961,11258,11385,-1.05
04/05/2015,11377.09961,11503.90039,10928.2002,11424.7002,0.35
11/05/2015,11433.7002,11481.59961,11203.90039,11317.29981,-0.94
18/05/2015,11336.79981,11609.90039,11203.09961,11554.2002,2.09
25/05/2015,11421.2002,11467.79981,11169.40039,11217.59961,-2.91
01/06/2015,11264.79981,11369.09961,10984.09961,11062,-1.39
08/06/2015,11022.79981,11231.29981,10750,11030.5,-0.28
15/06/2015,10893.59961,11029.09961,10654.29981,10944.29981,-0.78
22/06/2015,11184.5,11497.09961,11168.90039,11372.29981,3.91
29/06/2015,11148.40039,11202.59961,10723.2002,10779.79981,-5.21
06/07/2015,10571.79981,11069.79981,10324.29981,11036.09961,2.38
13/07/2015,11178.2002,11551,11121.79981,11480.7002,4.03
20/07/2015,11506.90039,11612.59961,11300.90039,11309.29981,-1.49
27/07/2015,11252.7002,11362.40039,11039.5,11180.7002,-1.14
03/08/2015,11180.59961,11327,11098.5,11178.2002,-0.02
10/08/2015,11239.5,11330,10840.29981,10879.29981,-2.67
17/08/2015,10983.09961,11023.29981,10270.2002,10271.7002,-5.58
24/08/2015,9973.700195,10357.29981,9502.400391,10352.90039,0.79
31/08/2015,10297.2002,10319.09961,9737.900391,9821.799805,-5.13
07/09/2015,9893.5,10193,9722.700195,9737.900391,-0.85
14/09/2015,9764.799805,10141.79981,9620.700195,9847.200195,1.12
21/09/2015,9826.099609,9952,9231.299805,9519.5,-3.33
28/09/2015,9500.900391,9718,9264.400391,9603.599609,0.88
05/10/2015,9777.299805,10354.09961,9731.5,10309.59961,7.35
12/10/2015,10318.79981,10379,9992.400391,10231.5,-0.76
19/10/2015,10221.5,10591.90039,10004,10476.29981,2.39
26/10/2015,10473.90039,10517.59961,10258.7002,10360.7002,-1.10
02/11/2015,10279.29981,10631.59961,10259.09961,10453.2002,0.89
09/11/2015,10451.59961,10476.90039,10012.29981,10111.40039,-3.27
16/11/2015,10012.40039,10408.40039,10005.2002,10290.29981,1.77
23/11/2015,10262.29981,10390.7002,10045.59961,10310.7002,0.20
30/11/2015,10299,10476.59961,9931.099609,10078.7002,-2.25
07/12/2015,10139,10158.2002,9606.799805,9630.700195,-4.45
14/12/2015,9658,10000.40039,9428.5,9717.099609,0.90
21/12/2015,9520.5,9706.200195,9351.799805,9682.900391,-0.35
28/12/2015,9675.599609,9724.900391,9533,9544.200195,-1.43
04/01/2016,9429.799805,9446.200195,8889.700195,8909.200195,-6.65
11/01/2016,8849.900391,9074,8491.900391,8543.599609,-4.10
18/01/2016,8525.5,8795.700195,8206,8722.900391,2.10
25/01/2016,8763.200195,8815.799805,8402.299805,8815.799805,1.07
01/02/2016,8849.299805,8896.5,8180.399902,8499.5,-3.59
08/02/2016,8537.900391,8540.900391,7746.299805,7920.799805,-6.81
15/02/2016,8133,8479.599609,8081.399902,8194.200195,3.45
22/02/2016,8290.299805,8447.799805,7968.100098,8349.200195,1.89
29/02/2016,8291.900391,8877.900391,8222.599609,8811.599609,5.54
07/03/2016,8785.700195,9105.799805,8663.200195,9090.599609,3.17
14/03/2016,9156.099609,9217.299805,8782.799805,9051.099609,-0.43
21/03/2016,9006.099609,9138.900391,8781.700195,8789.799805,-2.89
28/03/2016,8843.200195,8960.700195,8531.799805,8602.299805,-2.13
04/04/2016,8589.299805,8712.900391,8256.099609,8427.599609,-2.03
11/04/2016,8413.400391,8886.599609,8344.400391,8850.900391,5.02
18/04/2016,8703.400391,9244.400391,8674.099609,9232.799805,4.31
25/04/2016,9225.400391,9360.200195,9025.700195,9025.700195,-2.24
02/05/2016,9066.900391,9092.599609,8563.900391,8702.099609,-3.59
09/05/2016,8776.099609,8839.700195,8582.200195,8721.5,0.22
16/05/2016,8626.400391,8829.5,8579.799805,8771.200195,0.57
23/05/2016,8776.200195,9149.299805,8670.900391,9107.299805,3.83
30/05/2016,9110.900391,9155.5,8756.799805,8801.599609,-3.36
06/06/2016,8810.099609,8945.900391,8486.799805,8490.5,-3.53
13/06/2016,8388.200195,8425.200195,8107,8362,-1.51
20/06/2016,8592.700195,8912,7743.399902,7787.700195,-6.87
27/06/2016,8001.5,8304.400391,7579.799805,8268.900391,6.18
04/07/2016,8302.900391,8328.099609,7857.799805,8185.899902,-1.00
11/07/2016,8265.799805,8593.799805,8168.700195,8531,4.22
18/07/2016,8552.900391,8620.900391,8439.299805,8599.900391,0.81
25/07/2016,8605.700195,8720.200195,8479.200195,8587.200195,-0.15
01/08/2016,8667.5,8679.099609,8229.400391,8539.400391,-0.56
08/08/2016,8573.5,8747.599609,8531.799805,8716.400391,2.07
15/08/2016,8711,8753.599609,8393.5,8450.599609,-3.05
22/08/2016,8431.299805,8673.900391,8407.599609,8659.5,2.47
29/08/2016,8611.200195,8912.599609,8573.700195,8908.900391,2.88
05/09/2016,8928.400391,9135.799805,8893.900391,9025.5,1.31
12/09/2016,8877.099609,8924,8603.299805,8633.400391,-4.34
19/09/2016,8723.5,8966.099609,8649.5,8823.599609,2.20
26/09/2016,8765.400391,8864.799805,8543.099609,8779.400391,-0.50
03/10/2016,8759,8846.400391,8596,8624.299805,-1.77
10/10/2016,8631.299805,8800.799805,8551.200195,8767.900391,1.67
17/10/2016,8721,9100.400391,8714.5,9100.400391,3.79
24/10/2016,9156.400391,9255.299805,9086,9201.299805,1.11
31/10/2016,9144.900391,9214.099609,8755.099609,8791.599609,-4.45
07/11/2016,8949.400391,9053.900391,8570.400391,8639.200195,-1.73
14/11/2016,8733,8765.200195,8563.599609,8622.900391,-0.19
21/11/2016,8659.900391,8684.700195,8558.5,8674.400391,0.60
28/11/2016,8651.799805,8714.900391,8576,8607.099609,-0.78
05/12/2016,8533.900391,9179.599609,8512.400391,9169.599609,6.54
12/12/2016,9171.700195,9452.900391,9132.599609,9412.799805,2.65
19/12/2016,9376.799805,9421.5,9297.5,9367.700195,-0.48
26/12/2016,9354.799805,9390.900391,9269.5,9352.099609,-0.17
02/01/2017,9448.299805,9552.099609,9413.599609,9515.900391,1.75
09/01/2017,9536.900391,9536.900391,9343,9511.599609,-0.05
16/01/2017,9457.200195,9465.200195,9327.400391,9380.099609,-1.38
23/01/2017,9337.799805,9623.5,9279,9504.099609,1.32
30/01/2017,9460.599609,9482.599609,9301.5,9462.700195,-0.44
06/02/2017,9459.400391,9498.299805,9236.599609,9378.099609,-0.89
13/02/2017,9421.900391,9614.599609,9387.700195,9500.299805,1.30
20/02/2017,9564.400391,9606.099609,9383.099609,9453.5,-0.49
27/02/2017,9494,9799.599609,9427.700195,9798.5,3.65
06/03/2017,9772.299805,10091.40039,9753.900391,10006.40039,2.12
13/03/2017,10020,10250.2002,9886.900391,10245.79981,2.39
20/03/2017,10216.7002,10334.7002,10092.79981,10309.40039,0.62
27/03/2017,10218.5,10462.90039,10191.09961,10462.90039,1.49
03/04/2017,10457.7002,10534.5,10270.29981,10529,0.63
10/04/2017,10507.90039,10509,10264.59961,10326.09961,-1.93
17/04/2017,10365.59961,10473.90039,10216.90039,10377,0.49
24/04/2017,10714.2002,10828.79981,10622.79981,10715.79981,3.26
01/05/2017,10737.7002,11135.40039,10719.40039,11135.40039,3.92
08/05/2017,11177.29981,11184.40039,10823.90039,10897,-2.14
15/05/2017,10941.09961,10991.2002,10564.29981,10835.40039,-0.57
22/05/2017,10843.5,10983.90039,10756.5,10904.2002,0.63
29/05/2017,10864,11007.7002,10788.7002,10905.90039,0.02
05/06/2017,10889.59961,11048,10761.7002,10978.29981,0.66
12/06/2017,10929.7002,10937,10598,10759.40039,-1.99
19/06/2017,10839.79981,10901.5,10596.29981,10630.79981,-1.20
26/06/2017,10666.09961,10772,10433.2002,10444.5,-1.75
03/07/2017,10507.59961,10615.09961,10402,10488.79981,0.42
10/07/2017,10525.40039,10704.29981,10438.79981,10655.09961,1.59
17/07/2017,10665.5,10684.59961,10381.2002,10426.59961,-2.14
24/07/2017,10432,10652.90039,10368.09961,10536.09961,1.05
31/07/2017,10536.59961,10696.09961,10416.90039,10658.40039,1.16
07/08/2017,10682.79981,10758.2002,10252.40039,10282.90039,-3.52
14/08/2017,10329.40039,10575.90039,10284.79981,10385.7002,1.00
21/08/2017,10360,10445,10309.79981,10345.29981,-0.39
28/08/2017,10313.7002,10366.5,10134.29981,10325.5,-0.19
04/09/2017,10234.09961,10287.59961,10087.59961,10129.59961,-1.90
11/09/2017,10199.90039,10395.09961,10197.79981,10317.40039,1.85
18/09/2017,10358,10410.2002,10248.40039,10305,-0.12
25/09/2017,10270,10406.5,10166.7002,10381.5,0.74
02/10/2017,10262.29981,10327.2002,9922.299805,10185.5,-1.89
09/10/2017,10210.59961,10313.09961,10107.79981,10258,0.71
16/10/2017,10244.40039,10297.09961,10134,10222.7002,-0.34
23/10/2017,10202.40039,10422.7002,10121.2002,10197.5,-0.25
30/10/2017,10321.2002,10594.2002,10293,10357.79981,1.57
06/11/2017,10358.09961,10376.2002,10075.79981,10092.7002,-2.56
13/11/2017,10124,10173.5,9889.400391,10010.40039,-0.82
20/11/2017,9999.700195,10125.40039,9981.299805,10053.5,0.43
27/11/2017,10027.40039,10323.09961,10014.40039,10085,0.31
04/12/2017,10182.79981,10380.29981,10098.09961,10321.09961,2.34
11/12/2017,10339.29981,10355,10113.79981,10150.40039,-1.65
18/12/2017,10197.90039,10322.59961,10138.29981,10182,0.31
25/12/2017,10167.2002,10213.2002,10028.7002,10043.90039,-1.36
01/01/2018,10089.59961,10411.40039,10017,10411.40039,3.66
08/01/2018,10439.79981,10492.2002,10385.59961,10462.40039,0.49
15/01/2018,10471.59961,10572.90039,10396.2002,10479.5,0.16
22/01/2018,10503.59961,10643.40039,10488.29981,10595.40039,1.11
29/01/2018,10605.5,10605.7002,10205.29981,10211.2002,-3.63
05/02/2018,10138.40039,10173.79981,9581.099609,9639.599609,-5.60
12/02/2018,9760.099609,9839.700195,9595.900391,9832.099609,2.00
19/02/2018,9865.099609,9905.400391,9744.900391,9822.400391,-0.10
26/02/2018,9888.400391,9937.200195,9510.799805,9531.099609,-2.97
05/03/2018,9500,9704.900391,9494.5,9686.099609,1.63
12/03/2018,9747.400391,9811.400391,9632.200195,9761,0.77
19/03/2018,9733.900391,9747.299805,9327.599609,9393.099609,-3.77
26/03/2018,9418.099609,9657.5,9343.299805,9600.400391,2.21
02/04/2018,9532.099609,9761.799805,9417.299805,9682.799805,0.86
09/04/2018,9735.099609,9858.900391,9706.099609,9767.299805,0.87
16/04/2018,9768.700195,9908,9747.299805,9884.200195,1.20
23/04/2018,9898.599609,9947.299805,9793,9925.400391,0.42
30/04/2018,9924,10104.09961,9916.099609,10104.09961,1.80
07/05/2018,10114.2002,10284.5,10091.90039,10271.40039,1.66
14/05/2018,10277.2002,10291.40039,10088.40039,10112.40039,-1.55
21/05/2018,10155.2002,10156.40039,9722.799805,9826.5,-2.83
28/05/2018,9891.400391,9921.400391,9400.299805,9632.400391,-1.98
04/06/2018,9716.299805,9940.599609,9654.400391,9746.299805,1.18
11/06/2018,9835,9985.900391,9798.900391,9851,1.07
18/06/2018,9818,9876.799805,9598.5,9792.099609,-0.60
25/06/2018,9711.400391,9741.299805,9506.599609,9622.700195,-1.73
02/07/2018,9526.299805,9926.900391,9443.5,9905,2.93
09/07/2018,9923.5,9971.599609,9694.400391,9734.799805,-1.72
16/07/2018,9733.599609,9796.700195,9643.900391,9724.799805,-0.10
23/07/2018,9699.700195,9896,9661.400391,9867.900391,1.47
30/07/2018,9827.900391,9924.400391,9666.599609,9739.799805,-1.30
06/08/2018,9758.400391,9813.599609,9557.400391,9602.099609,-1.41
13/08/2018,9543.799805,9596.299805,9339.5,9417.299805,-1.92
20/08/2018,9448.900391,9630.200195,9437.099609,9589.5,1.83
27/08/2018,9631.599609,9671.099609,9375.099609,9399.099609,-1.99
03/09/2018,9387.700195,9436.099609,9111.099609,9171.200195,-2.42
10/09/2018,9173,9387.099609,9161,9365.299805,2.12
17/09/2018,9350.299805,9665.400391,9349.900391,9590.400391,2.40
24/09/2018,9549.900391,9586,9299.599609,9389.200195,-2.10
01/10/2018,9384.299805,9475.200195,9239.900391,9253.900391,-1.44
08/10/2018,9227.099609,9283.299805,8897.5,8902,-3.80
15/10/2018,8883.099609,9140.299805,8768.599609,8892.099609,-0.11
22/10/2018,8997.700195,9013.099609,8627.599609,8730.400391,-1.82
29/10/2018,8775.700195,9073.5,8752.900391,8993,3.01
05/11/2018,9005.400391,9232.299805,8911.299805,9134.799805,1.58
12/11/2018,9174.799805,9189.799805,9015.900391,9056.799805,-0.85
19/11/2018,9073.799805,9138.299805,8829.599609,8916.700195,-1.55
26/11/2018,8984,9199.599609,8984,9077.200195,1.80
03/12/2018,9239.799805,9262.099609,8743.700195,8815.5,-2.88
10/12/2018,8771,8974.900391,8644,8886.099609,0.80
17/12/2018,8862.900391,8906.200195,8468.400391,8556.799805,-3.71
24/12/2018,8490.200195,8557.700195,8286.200195,8493.700195,-0.74
31/12/2018,8510.799805,8774.299805,8354.799805,8737.799805,2.87
07/01/2019,8781.200195,8900.400391,8710.400391,8877.099609,1.59
14/01/2019,8819.200195,9080.799805,8751.200195,9069.099609,2.16
21/01/2019,9064.799805,9225.400391,9001.099609,9185.200195,1.28
28/01/2019,9149.5,9181.5,8942.400391,9019.400391,-1.81
04/02/2019,9015.299805,9113.700195,8826.5,8856.799805,-1.80
11/02/2019,8905.099609,9134.799805,8893.099609,9123.200195,3.01
18/02/2019,9134.599609,9238.900391,9096.099609,9204.599609,0.89
25/02/2019,9244.200195,9361.400391,9141,9267.700195,0.69
04/03/2019,9309.299805,9366.700195,9110.5,9129.299805,-1.49
11/03/2019,9157.700195,9342.200195,9106.799805,9342.200195,2.33
18/03/2019,9350.799805,9532.900391,9188.299805,9199.400391,-1.53
25/03/2019,9159.400391,9323.5,9127.299805,9240.299805,0.44
01/04/2019,9304.799805,9553.599609,9269.700195,9510.299805,2.92
08/04/2019,9483.400391,9511.200195,9372.299805,9468.5,-0.44
15/04/2019,9488.099609,9581.900391,9460.5,9581.900391,1.20
22/04/2019,9586,9588.200195,9421.299805,9506,-0.79
29/04/2019,9435.299805,9570.599609,9388.700195,9409.599609,-1.01
06/05/2019,9259,9404.599609,9079.799805,9117.5,-3.10
13/05/2019,9127.599609,9321.599609,9025.700195,9280.099609,1.78
20/05/2019,9286,9334.900391,9098.400391,9174.599609,-1.14
27/05/2019,9225.900391,9294.599609,8959.5,9004.200195,-1.86
03/06/2019,8945.700195,9261.400391,8903.099609,9236.099609,2.58
10/06/2019,9284.200195,9332.5,9169.299805,9194.200195,-0.45
17/06/2019,9199.599609,9297.700195,9060.400391,9227.200195,0.36
24/06/2019,9230,9285.400391,9118.5,9198.799805,-0.31
01/07/2019,9290.299805,9417.799805,9217.5,9335,1.48
08/07/2019,9303.299805,9340.200195,9218.299805,9293.200195,-0.45
15/07/2019,9313.200195,9393.900391,9152.900391,9170.5,-1.32
22/07/2019,9172.599609,9453,9137.400391,9225.5,0.60
29/07/2019,9201.299805,9257.400391,8870.700195,8897.599609,-3.55
05/08/2019,8824,8869,8679.799805,8757.799805,-1.57
12/08/2019,8796.900391,8811,8409.200195,8670.400391,-1.00
19/08/2019,8726.900391,8806.400391,8618.299805,8649.5,-0.24
26/08/2019,8603.299805,8858.799805,8592.200195,8812.900391,1.89
02/09/2019,8810.799805,9025.900391,8772.799805,8990.099609,2.01
09/09/2019,8997.700195,9153.5,8947.700195,9137.900391,1.64
16/09/2019,9099.900391,9210.900391,8963.799805,9179,0.45
23/09/2019,9154.900391,9210.5,9000.900391,9184.099609,0.06
30/09/2019,9194.799805,9298.799805,8850.599609,8961.799805,-2.42
07/10/2019,8954.700195,9273.799805,8900.799805,9273.799805,3.48
14/10/2019,9229.200195,9494.5,9195.200195,9329.799805,0.60
21/10/2019,9350.299805,9448,9332.400391,9430.200195,1.08
28/10/2019,9432.299805,9455.599609,9208.900391,9328,-1.08
04/11/2019,9376.5,9482.5,9354.299805,9393.700195,0.70
11/11/2019,9370.299805,9436.799805,9132.799805,9261.400391,-1.41
18/11/2019,9265.099609,9327.5,9152.099609,9254.700195,-0.07
25/11/2019,9300,9404.5,9288.200195,9352,1.05
02/12/2019,9367.200195,9395.400391,9110.099609,9382.700195,0.33
09/12/2019,9378.200195,9650.900391,9246.099609,9563.700195,1.93
16/12/2019,9607.900391,9692.400391,9567.400391,9675.5,1.17
23/12/2019,9650.200195,9700.5,9607.799805,9700.5,0.26
30/12/2019,9672.5,9705.400391,9518.5,9646.599609,-0.56
06/01/2020,9585.400391,9657.900391,9492.700195,9573.599609,-0.76
13/01/2020,9586.599609,9709.900391,9466,9681.299805,1.12
20/01/2020,9676.599609,9680.900391,9499.299805,9562,-1.23
27/01/2020,9447.099609,9574.299805,9357.799805,9367.900391,-2.03
03/02/2020,9404.400391,9816.200195,9361.5,9811,4.73
10/02/2020,9790.599609,9969.700195,9773.5,9956.799805,1.49
17/02/2020,9979.200195,10100.2002,9843.5,9886.200195,-0.71
24/02/2020,9649.799805,9676.799805,8582.700195,8723.200195,-11.76
02/03/2020,8910.200195,9014.299805,8310.400391,8375.599609,-3.98
09/03/2020,7884,8022.899902,6347,6629.600098,-20.85
16/03/2020,6331,6769.899902,5814.5,6443.299805,-2.81
23/03/2020,6223.700195,7058.100098,6148,6777.899902,5.19
30/03/2020,6748.600098,6802,6424.5,6581.600098,-2.90
06/04/2020,6807.899902,7119.100098,6728.600098,7070.600098,7.43
